,drugName,condition,review,rating,date,usefulCount
61402,Citalopram,Anxiety and Stress,"""I have been taking this medication since I was 19 due to panic attacks, anxiety &amp; dissociation that came from my brother being diagnosed with a terrible mental health disorder. Since taking it, It&#039;s worked like a charm, I&#039;m now 25 and am still on the medication. This SSRI is so mild and gentle &amp; I have 0 side effects. Please try this medication! My panic attacks are gone, my anxiety is minimal and my dissociation has disappeared. Please don&#039;t be ashamed to take something your brain may need. I&#039;m now a Registered Nurse &amp; I&#039;m so calm and happy and have my life back from anxiety and panic. Please give this a try! Oh and I&#039;m currently on 20mg. Also, remember there is always hope. Praying for everyone who reads this.""",10,29-Jul-17,206
221103,Drysol,Hyperhidrosis,"""When I was in middle school I started experiencing hyperhydrosis of the underarms. I don&#039;t remember how I first came across Drysol, but it made such a huge difference in my life! I could wear ANY SHIRT I wanted! It definitely caused some itching/stinging of the underarm area if I applied it within 24 hours of shaving, so follow the directions. The day after the first use, my underarms were 100% sweat free. I used it for three consecutive nights, and after that I only needed to re-apply once a week, and eventually once a month, and so on. Today, I haven&#039;t used it in at least 8 years but I still don&#039;t have any underarm sweat. It basically deleted my axillary sweat glands. Hallelujah.""",10,9-May-16,14
30750,Miconazole,Vaginal Yeast Infection,"""So, I tried a store brand this time, and I am doing horribly. If I only had a yeast infection caused by antibiotics before, now I am miserable, itching like crazy, burning like hell, and short of sleep. I used the one day kind on Friday evening, and today is Monday evening with worse than ever itching and burning. I could barely sit at work today, and I hurt when I have to wipe myself after going to the bathroom. The skin looks raw all the way up to my butt. Are they trying to kill us?""",1,8-Aug-17,4
209020,Corticotropin,Multiple Sclerosis,"""I&#039;ve been on acthar gel injections now for 2 days and have 3 more to go. So far I have noticed no difference in anything. My balance is horrible still, I&#039;m dizzy, electric shock down my neck back and arms, and eyes messing up, also still having bladder issues. I&#039;ve been on iv steroids which did little to help, 2 rounds of steroids in the pill form which finally got my right hand feeling somewhat decent, so this is my 4th try to get back to feeling decent since early to mid August.  Really hoping this does something and it&#039;s not permanent damage. I pray to god my kids never get this!""",1,3-Oct-15,3
80264,Benzonatate,Cough,"""Wonderful med! Severe dry cough that got worse. Had a coughing fit that lasted for 6 hours and scared the life out of me. Kaiser prescribed. Took about an hour for coughing to calm down after taking. First night I coughed quite a bit but on the next 100 mg dose cough got better. Do not be discouraged if it does not work right away. Give it a few doses. I also added a humidifier to my bedroom and my coughs were more productive. That coupled with this medicine and I am happy to report after 4 days I am much better. This medicine is my savior. I was up 5 nights straight coughing before I took this.""",10,17-Dec-15,10
210901,Mirtazapine,Depression,"""I was prescribed this med during a stay in the Psychiatric ward at a hospital. I am 64 and was admitted because of suicidal thoughts. The drug side effects were very minor and the benefits and improvement to my wellbeing were significant and positive.""",10,2-Feb-16,44
28121,Lexapro,Generalized Anxiety Disorde,"""I recently had an episode where my anxiety problem showed itself. I was hesitant to seek medical help or take any prescriptions. I am now very happy that I did. The medication settles me down and takes the edge off. I have not experienced any side effects. Actually, I don&#039;t even notice the meds doing anything. So I stopped for two days. That was a mistake. I quickly got really irritable and started experiencing anxiety by the end of the second day. So I started up again and it immediately went away. I hadn&#039;t realized that for most of my life, anxiety was getting in the way of thinking clearly. Now I&#039;m a believer.""",10,18-Sep-15,77
66762,Seroquel,24</span> users found this comment helpful.,"""I&#039;ve been taking this since January 2013 for depression and insomnia it has worked wonders. Except for the weight gain factor. You feel the need to snack all the time which has caused me to develop bulimia. I have a past of anorexia and literally everyone in my immediate family has had eating disorders. I wouldn&#039;t recommend this to someone terrified of weight gain. Other than that. It&#039;s great.""",9,19-Sep-13,24
98350,Nexplanon,Birth Control,"""I&#039;ve had the Nexplanon for 2 years. I had my period for a couple months and then nothing since. No cramping or spotting. I do have close to zero libido which I actually don&#039;t mind but obviously may be an issue for others.  Overall I&#039;m satisfied with it.""",9,23-Apr-15,5
189698,Oxycodone,Pain,"""I had a fatal accident 12 months ago a, broke both pelvis, multiple ribs, fractured ankle and many more fractures in my body. I use this medicine for the pain and it is 100% effective.""",10,8-Jul-09,42
56849,Meclizine,Vertig,"""I have inner ear damage because of shingles and the medicine has always helped when vertigo has suddenly been a problem. A little drowsiness, but even that disappears within twenty minutes. VERY effective.""",9,22-Jul-09,46
162715,Cefdinir,Sinusitis,"""I have had a sinus infection and ear infection for months on end. I was prescribed this and had been suffering severe constipation before. No more constipation, I have to take it easy because exertion makes the digestive issues worse but I understand the need to cleanse the system and for some that is diarrhea and vomit. Those that have allergic reactions I&#039;m sorry but it isn&#039;t a reason to take it off the market, allergic reactions to meds should always be looked at. I&#039;m hoping this will finally get rid of my infections can&#039;t smell and have loss of hearing. It sucks.""",10,4-Nov-17,0
218532,Tri-Sprintec,Birth Control,"""I started this medication when I was 15 because I had extremely painful, irregular, and stressful periods. I never knew when it would start or end, and I almost always had to miss at least one day of school per period. It sucked.",,,
"When I started this medication, I did notice some spotting for the first month of use. I then had my period and I never spotted again! ",,,,,,
"It&#039;s been three years since I started this medication, and I&#039;ve only gained 5 pounds in that time, so I&#039;m assuming it&#039;s unrelated to the medication. I have not noticed any cravings, mood changes, or acne while on this medication.""""""",10,8-Aug-17,2,,,
106428,Implanon,Birth Control,"""I&#039;m reaching the end of my first Implanon stint. I&#039;ve had it for nearly three years now and it&#039;s been interesting. Before I was on the pill and never had any side effects so I thought I wouldn&#039;t have any with this one. ",,,
"Getting it put in hurt like hell. Some people didn&#039;t bruise apparently, my arm looked like it had been broken. It was black and blue and sore for about two weeks. After that my periods became less and less frequent. I&#039;ve always been irregular so that was fine and for the second year that I had the implant I barely had a period. Maybe one or two days every few months. ",,,,,,
"Now on the third year I&#039;m find that the bleeding is very minimal but almost constant. Every time I have sex my period will start up and last for about a week.""""""",7,2-May-16,8,,,
61511,Citalopram,Depression,"""Gave these a try to help with Anxiety and depression, had lots of side affects I&#039;m on 10 mg a day. I won&#039;t be taking more.  I have had headache&#039;s sleepiness, upset stomach and my anxiety has got worse. ",,,
" I took them for over two weeks now but can&#039;t deal with side effects anymore.""""""",1,13-May-17,8,,,
101714,Methocarbamol,Muscle Spasm,"""I didn&#039;t felt any better after I took it.""",1,11-Nov-15,4
96811,Ambien,Insomnia,"""I was prescribed Ambien, then later Ambien CR, for several years for insomnia.  Wow!  Just like I&#039;d heard about -- take the pill and 20 minutes later I was out.  Didn&#039;t really experience &quot;hangover&quot; the next day, but then I allowed myself 7 +/- hours of sleep.  Then, it happened:  woke up one morning and my kitchen was somewhat of a mess but I didn&#039;t remember being up or making tuna salad on toast.  That happened a few more times before I weaned myself off Ambien.  Haven&#039;t had a good night&#039;s sleep since.  I&#039;ve been prescribed a few different sleep meds but haven&#039;t had any success.  Tried OTC diphenhydramine (Benadryl, Motrin PM) with Melatonin and began not remembering simple words, appointments, etc.""",8,21-Nov-16,25
51100,Azithromycin,Bronchitis,"""It&#039;s a great medicine but the side effects is as bad as the illness. Muscle ache, diarrhea and insomnia. All of this by day 3. However my chest feels a lot better.""",8,28-Jul-16,9
218632,Tri-Sprintec,Birth Control,"""I had been taking ortho tri cyclen lo but had to switch to this generic tri lo sprintec. I started it on vacation with my fianc&eacute; in Hawaii and it made me SO moody, irritable, angry, and crazy! Not much can ruin a vaca in Hawaii, but it definitely caused me to start a lot of fights with my s/o. Seriously, these side effects are so real. I&#039;m sure it affects everyone differently, but I&#039;m switching right away. That&#039;s the first thing my fianc&eacute; said to me too- caused me to not act my normal self, cry about everything and make everything a difficult situation. Such a terrible experience. No babies though..""",1,3-May-16,3
13171,Sinemet,Restless Legs Syndrome,"""I have been using carbi now for several years and it is a great drug. But I have a problem in the summers. When it gets hot I start getting High Uric acid (gout). I would like to know if any one else has this problem. And if so what did you do. What did your Dr do? """,7,30-Aug-15,12
164009,Fluorouracil,Actinic Keratosis,"""Used it for 4 days and no results whatsoever. Typical 5%  Fluorouracil Cremes show at least redness. Tolak has shown none. More so, the formulation of it is horrible in that there are little white clumps Right out of the tube that make application difficult. The manufacturer offers hugely discounted coupons. You&#039;re better off buying the generic for better results.""",3,6-Jan-17,7
38813,Esomeprazole,GERD,"""I&#039;ve been taking Nexium for about 18 years now. I suffered bad heartburn/reflux etc,, that was partly to do with &#039;trigger&#039; foods I ate. Over the years I learned to avoid those foods, &amp; I started on Nexium. This medicine reduced my severe heartburn/reflux from maybe each second night when I wasn&#039;t taking it, to only about 2 times a month when I was taking it, so overall, over 18 years, Nexium made a huge difference to my life. From having to sit upright till 4am in bed till the pain went away &amp; I could finally lie down (without Nexium) to getting a good sleep most nights (with Nexium).",,,
"I do thoroughly recommend Nexium to anyone who can take it. Tip - AVOID Trigger foods! some are - chocolate, cream, oily foods, chickpeas, horseradish, mustard.""""""",9,28-Nov-14,76,,,
134165,Prednisone,Asthma,"""I have Bipolar disorder &amp; was given this medication for an infection; 48 hours later I was manic, 72 hours later I became delusional and was experiencing psychosis, unable to identify family &amp; my home. It was very scary because it hit so quick &amp; I didn&#039;t know what was happening to me.  I am stable &amp; on regimented medication/lifestyle practices.",,,
,,,,,,
Found out those with Bipolar should always,,,,,,
"try to shy from this RX &amp; other steroids.  Be careful if you have a mental illness, discuss other options with your doctor, please don&#039;t go through my very negative experience.""""""",1,30-Apr-16,18,,,
36834,Fentanyl,Pain,"""I have been using the Patch for more that 3 years. We have tried different doses for pain result.  I was up tp 200mg every 3 days. It worked wonders. I reduced my dosage to 1/2 and for years I&#039;ve been doing well. """,8,12-Aug-08,7
194727,Pseudoephedrine,Nasal Congestion,"""I have taken Sudafed (pseudoephedrine) for many years, and have found it to be the only OTC medicine that really dries up nasal congestion.  Nowadays, &quot;Sudafed,&quot; the brand name, is being sold with other ingredients, because pseudoephedrine can be used for illegal purposes in drug manufacture.  When buying it at the pharmacy counter, one must show ID, so their name can be entered on a registry; a person can&#039;t buy frequent or large quantities of the medication.",,,
,,,,,,
"But if you get the real thing, it really works.""""""",8,25-Jun-17,4,,,
161188,Risperidone,Autism,"""My son is who is 8 has been on this for over 2 years now.",,,
After he started taking it his SEVERE behaviors decreased significantly.,,,,,,
He was able to sleep through the night and stopped having CONSTANT tantrums.,,,,,,
"He still occasionally bangs his head, bite, pinch, kick and scratch himself and others but not nearly as often. The only negative things I can think of is the danger of the medication itself.",,,,,,
But for me the benefits definitely outweigh the risks...,,,,,,
"For now anyway""""""",9,2-May-10,44,,,
34471,Alpha 1-proteinase inhibitor,Alpha-1 Proteinase Inhibitor Deficiency,"""As far as a drug that needs to be infused, it is about as easy as it can be to do.""",10,15-Nov-08,11
165298,Phentermine / topiramate,Weight Loss,"""I have been on every diet known to man kind.  I have been told by my physician that if I don&#039;t do something, I am going to become diabetic.  I went to my doctor when I heard about this medication and was told he did not write diet pills.  He told me I needed to exercise more and eat better.  He said It would only give me temporary results.  However, after reading everything I could find on Qsymia, I found that it is indicated for long term use.  I figured I would have a better chance eating right if I weren&#039;t starving and battling cravings every time I tried.  I actually changed doctors because I felt my doctor was minimizing my issue.  He won&#039;t treat my obesity but he will let me become a diabetic! I have lost 17 lbs in 2 months.""",10,3-Mar-13,113
221053,Junel Fe 1.5 / 30,Birth Control,"""Horrible birth control experience! I do not recommend this method to anyone. I&#039;ve only been taking the pill for about a week and I&#039;ve been in the ER and urgent care for extreme chest/back pain and trouble breathing. My lung is now inflamed as a side effect of this pill (Junel Fe) This pill has effected my daily life and caused a lot of unexpected medical expenses. I am a very healthy 29 year old with no history of health problems. I do not smoke either. Very unfortunate situation. Please do your research before taking this pill.""",1,6-Apr-17,4
148989,Mirena,Birth Control,"""I have tried the pill, the patch, nuvaring, patch and the depo shot. I have to say the IUD has been my favorite! I did like the depo a lot but I broke out with a lot of acne all over my face. I never had acne as a teenager so getting it as an adult was torture and humiliating. I had to see a dermatologist and get on accutane. I then got the IUD in May 2011. I was nervous after reading reviews but decided I&#039;d give it a shot anyway. Getting it inserted, I didn&#039;t realize how badly it hurt...after 30 days it felt great! I did have to get it trimmed once since my husband did hit it a few times. Other than that I highly recommend it. Best birth control I&#039;ve tried by far! Give it a chance :)""",9,2-Oct-15,12
215610,Copper,Birth Control,"""I would never recommended as a birth control. I got it in 2014 I just got to take it out today in 2017. For the past year-and-a-half I&#039;ve been so sick. I&#039;ve been seen special doctors got my gallbladder taken out, and been on many medications because they could never figure out what was truly wrong with me. I had cramping horribly bad and heavy  periods, nausea, vomiting, upset stomach. Always felt like I had morning sickness. Fatigue, brain fog. Finally I saw a link on a website saying how paragard has really bad side effects thank God I clicked on that. I have 85% of all side effects. Found out that the copper on this has been going to my bloodstream and I have what&#039;s called copper toxicity. Way too much copper in my body.""",1,27-Jun-17,6
116000,Divalproex sodium,Bipolar Disorde,"""Manic bi-polarism for 7  years.  Know I&#039;m a type &quot;A&quot; person,  Depokote, Effexer, zanix.  I come from the medical field, lab and had seen people come in for blood work on everything from lithium to thorazine.  I have (with M.D. agreement) backed down from 500mg ER Depokote, to 250mg ER every evening along with a sleeping pill. The sleeping pill is new, so next time I will give the name.  When &quot;they&quot; found me, I was so gone into what we call our &quot;BLACK HOLE&quot;. I truly have no idea what all they tried....BUT the Depakote, according to my wife (Nurse for 34 yrs)",,,
"was my marriage and life saver.""""""",7,20-Jun-12,48,,,
212446,Lamotrigine,Bipolar Disorde,"""Simply put Lamictal saved my life and NO side effects either.""",10,16-Jan-09,73
115738,Pravastatin,High Cholesterol,"""I took this medicine for about 3 years. About 6 months ago, my dosage was increased from 20 mg to 40 mg. At first there were no problems. After a couple of months, I started having shortness of breath, chest pain, tremors, fatigue and vomiting. I went to the ER with chest pains and shortness of breath. They could find nothing wrong with my heart. I was sent to a cardiologist to have Holter monitoring, echocardiagram and stress test. Nothing. Had a pulmonary function test. Nothing. The pravastatin brought my cholesterol down to 177, so my doctor took me off of it to see if it made any difference with all my health problems. It did. Within 3 days I was starting to feel better. Within a week I was back to my old self again.""",5,29-Nov-11,283
220353,Amitriptyline,Anxiety and Stress,"""I&#039;ve only been taking this for a month. I got 25mg of amitriptyline at night. I have anxiety attacks and sometimes I shake, this hasn&#039;t been helping at all with that. I also have insomnia which is the only thing it&#039;s helped for. I actually sleep but it gives me dry mouth and once I woke up and everything was spinning for the whole day. """,4,13-Feb-14,62
12887,Vardenafil,Erectile Dysfunction,"""Have been taking staxyn for about two years. The first 6 months it worked amazing. 3 or 4 times a night was no problem. Slowly have found a tolerance builds up and now it only works about half as well as it did before. My side effects are a very stuffy nose and head ache.I usually use a nose spray after taking it and also take a Tylenol.  This way no plugged nose and no headache""",7,14-Oct-16,17
94677,Abilify,Bipolar Disorde,"""After having to pay a but load out of pocket for this i slowly found out it was not for me. It put me in a hyper-manic state. Had to constantly be moving. Would wake up every morning at 7 am, when the sunlight started peaking in my room, regardless of what time I was finally able to pass out. And worst of all, it caused me to have problems using the restroom. No matter how hard I tried or what I did it made me not able to urinate. Some meds don&#039;t work on some people as they should.""",2,14-Aug-15,10
114107,Amlodipine,High Blood Pressure,"""I started taking 5 mg amlodipine about two months ago.  My blood pressure is still 140/90 and my body aches from the waist down.  I wake up during the night/early morning and have to get up I am so uncomfortable. I called the doctor and he said the symptoms would most likely go away.  They haven&#039;t and seem to be getting worse.  I&#039;m going to call him again this week""",2,1-Feb-15,89
173111,Clonazepam,Restless Legs Syndrome,"""Highly effective when taken for restless legs syndrome. I only need 1/2 of a 2.5mg pill. I take 1/4th of it one hour before I can tell I&#039;ll get the RLS symptoms then the other part at bedtime.""",10,26-Aug-11,28
124031,Skyla,Birth Control,"""I had the skyla put in 3months ago. I have to say I was excited about getting it. The only thing now is that I&#039;m experiencing the weight gain. I&#039;m not sure if I&#039;m going to keep it long I do not like the extra weight. I&#039;m not sure if I&#039;m going to have to diet more or exercise more but it is beginning to be annoying to me. I&#039;m going to give it a couple more months to see if I can gain some control over my issue if it doesn&#039;t change I&#039;m going to consider removing it.""",5,16-Jun-16,1
126410,Carvedilol,High Blood Pressure,"""After being on atenolol for about 30 years, switching to carvedilol was a vast improvement.  My heart does not seem to be working as hard.  No side effects that I can notice so far.""",9,19-Feb-13,59
61207,Xyzal,Urticaria,"""I have had hives my entire life.  I finally saw an allergist and he did tests.  He took me off of all medicines and put me on Xyzal.  I took the Xyzal three times and I have not had a hive since.  Seriously.  I had my first hives at 4 months and had hives everyday for forty six years.  I do not know what Xyzal did but it fixed me.  I stopped taking Claritin and Benadryl and Zyrtec.  Took Xyzal for three days.  It made me VERY sleepy.  I can&#039;t even take a normal Benadryl dose without falling asleep, though.  I had to take liquid Benadryl, one teaspoon, if I wanted to stay awake.  I slept twelve hours with my first dose of Xyzal and about 8 hours with the two successive doses.  Then, I never had a hive again.""",10,25-Aug-11,32
97581,Budeprion SR,Depression,"""Wellbutrin works well for the type of depression recently crippling me.  That &#039;I Don&#039;t Want to Get Out of Bed and Face Yet Another Horrible Day -- I Just Want to Give Up&#039; type of depression. Wellbutrin, for me, erases those bad feelings and does so very quickly. Within 4 hours of my first dose my confidence came surging back. The rapidity of action is due to the unique way it works; it isn&#039;t the typical antidepressant.",,,
"Wellbutrin has side effects, but none harsh enough to stop me from taking it regular. The side effects I experience is (a.) a tense feeling (physically), and (b.) kind of a &#039;chemical taste&#039; in my mouth. But, there&#039;s no blurred vision, no zombie feeling and no terribly dry mouth. The payoff is worth it.""""""",8,8-Nov-16,7,,,
169744,Amitriptyline,ibromyalgia,"""I was just diagnosed with Fibromyalgia, was beginning to feel like I am losing my mind. I am 29 yrs old and some days can barely walk I hurt so bad. I have been on Elavil for headaches 10 mg is all I can handle as it knocks me out. It helps to prevent the headaches but I hurt so bad still. Thankful to be rid of headaches but wish the doctor would help!""",2,17-Jan-11,46
185981,Desvenlafaxine,Depression,"""This med  works well for norepinephrine uptake inhibition which is my problem.  However, it can cause anorgasmia in men over 50 years of age.  I can have an erection and sexual intercourse but I never finish the job.  One of the side effects listed for this drug if you read the small print.  I stopped using it years ago and still have side effects.""",5,10-Jan-17,5
216769,Rosuvastatin,High Cholesterol,"""I am a Type 1 diabetic and have had high cholesterol since being diagnosed 12 years ago.  I am on a restricted diet and I do not eat eggs or meat yet my cholesterol was high (genetic).",,,
,,,,,,
I hesitated to take any statins because I got a rash from Lipitor but finally agreed to take Crestor because last summer my stress test showed abnormalities (which were later disproven).  ,,,,,,
,,,,,,
"However, I started on only 5mg, I started walking about 20 -30 minutes a day a few times a week and now 8 months later my total cholesterol was BELOW normal and all other levels were within a good range and my endocrinologist was very pleased and said no reason to go up to 10 mg.",,,,,,
,,,,,,
"I do sometimes get some joint pain in my wrist and ankles and sometimes some muscle.""""""",8,27-Mar-14,90,,,
138923,Phentermine,Weight Loss,"""I&#039;m a 39 yr old man 6&quot; 250 lbs.  Started phentermine 37.5 November 30th, my doctor put me on one pill in the morning and a half in the afternoon. I have lost 5.4 pounds in a week. Side effects with me are dry mouth, hard to sleep the first few nights, slight tingling in my arms. It does suppress my appetite and that&#039;s what I need.""",8,6-Dec-09,7
178597,Victoza,Weight Loss,"""I have been taking this for 2 months and have not lost any weight. Haven&#039;t had any side effects but it&#039;s not helping with weight loss. Anyone else have this experience. Started out on 0.6mg and moved up to 1.2mg three weeks ago and still nothing. Only problem I have is extremely bad constipation""",4,17-May-17,17
50289,Gabapentin,Anxiety,"""When my doctor first prescribed gabapentin, normally a seizure medicine, for my anxiety, I was a little confused. She explained to me that if you look at 2 brain scans, one patient with seizures, and one with anxiety, the damage in their brain is very similar.",,,
,,,,,,
"Within a week, I was able to feel a dramatic difference with my anxiety. Within a month, I truly felt &quot;normal&quot; again. I LOVE what this medication does for me, and it&#039;s made a huge impact on my daily life. ",,,,,,
,,,,,,
"I take one 300mg tablet in the morning, and two at night, and I have a very mild twitch that it&#039;s also helped to relieve as an extra plus.""""""",10,25-Apr-14,199,,,
148728,Mirena,Birth Control,"""Just got marina inserted today. Was on bc for years tried pill patch etc. Hubby then got snip which failed but we are delighted with our little bundle of joy. Really did not know what to expect and was very nervous about insertion. I took ponston before hand and it did not hurt. Measurement went fine then when inserted felt something but very mild. Not like some reviews. So far so good but dont have it long enough to comment on side effects. Insertion not as bad as i expected. Will update in a few months time""",10,17-Aug-16,8
135893,Percocet,Pain,"""I just has Distal bicep surgery, extremely painful. The injury that lead up to surgery was painful. Doctor put me on Percocet 5/325 then my surgeon gave me Vicodin after the repair, well this did nothing. Went back to the Percocet, pain gone within 20-30 minutes. Now we are post-op 7 days pain pretty intense after cast and staples removed 1 tab every 8 works great for me.""",10,17-Feb-11,4
38995,Contrave,Weight Loss,"""It worked immediately. I made healthier choices. I didn&#039;t have any junk food cravings not even think about them at all. Within 2wks I lost a good 16-18lbs! I loved the new me!! The healthier looking me!!""",8,15-Aug-17,27
11713,Trulicity,"Diabetes, Type 2","""I started this injectible over a a year ago and am stopping it on my doctor&#039;s advice.  After all the usual start up symptoms went away after a few weeks, the medication did seem to work, but as time went on it seemed to not work as well. Also, my hair started to thin out and fall out, mildly, and I have Tinnitus and it definitely made it worse, making it very loud. I also started having problems with my liver, gastritis and my thyroid has almost completely stopped working, so now I have to be on Synthroid! Make sure your doctor checks your thyroid at times.TO THE LADY WITH THE NEW STENTS= I have fourteen stents, no problem whatsoever. I also found it helped with the weakness if I ate first thing in the morning.""",3,20-Mar-17,67
49422,Ethinyl estradiol / levonorgestrel,Birth Control,"""I was taking Aviane before and transferred my prescription to a different pharmacy. There they gave me lutera since they did not have aviane... Worst experience of my life. Constant headaches and acne were the main symptoms right before my period. Extremely painful periods as well. If you are experiencing these symptoms while on lutera, I would highly recommend trying aviane. I do not have any headaches or acne and my periods are pain free.""",2,26-Feb-16,1
37729,Vyvanse,ADHD,"""I have a son that has struggled with an attention problem in school since kindergarden. He is now 11 years old. We tried everything not to put him on medication. The homework struggle and impulsiveness became too much for us to handle, and we finally agreed to try something. His doctor told us about a new ADHD medication called Vyvanse. Believe this or not, it was like magic the first day. He was able to get all his work done in class, and went from a A,B,C student to all A&#039;s and one B in one quarter. We have the report cards to prove it. The side effects are minimal and for him the 30mg works great. I encourage anyone battling this problem to ask their childs doctor about Vyvanse. It has changed by sons life as well as ours.""",10,15-Aug-08,182
33854,Junel Fe 1 / 20,Birth Control,"""before my body adjusted i had really bad mood swings. when my first cycle on the pill came around it was a little unsettling to say the least. bad cramping. inconsistent dark blood. menstruation is no longer a hassle though as its practically stopped completely. no mood swings. no change in appetite. less acne. you might not match this pill if you continue to yeild undesirable results.""",10,17-Jun-16,9
62983,Tranexamic acid,Menstrual Disorders,"""This medication has been a life saver for me.  I usually bleed so bad that I can&#039;t go anywhere when I have my period. I flood the whole time!  My doctor prescribed this for my Disney Trip.  What a lifesaver!  My periods are much lighter and I have no side effects from this medication.  Love it!!""",10,1-Jun-17,31
39589,Contrave,Obesity,"""Been on Contrave for 30 days. I was 283 at 5&#039;7 but now 272. Am disappointed b/c I did a 180 degree change on my diet, exercised daily and only lost 11 pounds in 30 days. I am going in the right direction. I didn&#039;t have the constipation or nausea. I am pretty &quot;foggy&quot; still. But I have thyroid issues and have an appt. for that on the 23rd of February and hoping to get regulated and maybe I&#039;ll have more success at losing weight. I&#039;m not giving up though!""",9,3-Feb-16,23
109920,Nexplanon,Birth Control,"""This is THE absolute worst birth control and I wouldn&#039;t recommend it to anyone. When I first had it placed I had my period for 5 MONTHS STRAIGHT. Now I&#039;ve had it for almost 2 years (Ive procrastinated getting it out) my periods can last from 15-30 days, easy. And I&#039;m lucky if I get 10 days inbetween them. Aside from that, my arm aches and throbs. I have heard so many horror stories about this birth control &amp; plan on getting it taken out soon. LADIES, #SayNoToNexplannon""",1,7-Jun-16,2
128788,Phentermine,Weight Loss,"""I loved the product! I started June 1, 2014 to August 2014. IN 2 MONTHS I HAD LOST 30 LBS! I was doing Zumba 3 times a week and had a personal trainer to help tone my body with my new found ENERGY. The Personal Trainer was a waste because Adipex with Zumba was doing a tremendous job all on its own. I wasn&#039;t craving sweets thanks to Adipex. I cut out fast foods, carbs, and late night eating. Plus I drank anywhere from 1/2 to a gallon A DAY! However, the medicine still made me constipated. I started at 244 and got down to 209lbs. I stopped using it for about 5 months AND THE WEIGHT STAYED OFF, while not eating so healthy. """,10,24-Jan-15,91
59600,NuvaRing,Birth Control,"""I wish I could say I had a good experience with the nuva ring but I didn&#039;t. I was one of the unlucky ones who suffered through very severe symptoms the entire time. I had severe cramping/abdominal pain for the entirety of the time I was using the ring. They were so bad that I took time off from work because I could not stand up. I bled almost constantly the entire time, and it was very heavy spotting, heavier than I had ever had from a period before using the ring. I bled heavily during and after intercourse. ",,,
,,,,,,
"After the cramps became unbearable and I could not stand bleeding as heavily as I was I decided to come off nuva ring. It took my body seven months to stop bleeding heavily. I had heavy periods for two weeks at a time as my body readjusted. And even now my periods last longer than they did before using the ring. I also have spotting in between periods, and I never had spotting before using the ring. ",,,,,,
,,,,,,
"I&#039;m starting a new birth control, and I&#039;m hoping my body goes back to normal soon.""""""",1,20-Nov-17,0,,,
221482,Dextromethorphan,Cough,"""This medication didn&#039;t have an awful taste (I bought the liquid) and took care of my cough.  Unfortunately, I had severe diarrhea and ended up having to take an anti-diarrheal.  I probably won&#039;t use this medication again - the diarrhea was horrible! I would rather have a cough!""",10,4-Oct-14,13
34020,Junel Fe 1 / 20,Acne,"""I had been taking these pills for about 6 months and my period were great, skin was perfectly clear. Then I got off of them and now I&#039;m back on them and my entire chin has broken out. I&#039;m only on the 3rd week of restarting them so I hope it goes back to the way it used to be. Maybe its just the hormones going crazy for now. I don&#039;t know.""",6,13-Aug-11,16
6703,Paxil CR,Panic Disorde,"""I started taking this medication for anxiety and panic disorder. I felt like I was taking a placebo. It did nothing for me. I have since switched to Wellbutrin xl 150 mg and have never felt better!""",1,9-Jun-16,3
52042,Adipex-P,Weight Loss,"""I&#039;m not exercising at all. I&#039;m just eating right. I have been on it 6 days now and I&#039;ve lost 9 pounds. 1300 calories a day !!!""",10,16-Nov-14,212
188701,ParaGard,Birth Control,"""Just had mine put in today and it wasn&#039;t as bad as I expected. There was was a little pressure upon insertion but otherwise it went like a normal yearly visit. My doc explained everything along the way and everything went great with only slight bleeding. I did get light headed and and slightly disoriented after but they cooled me down and am doing perfectly fine. So far only slight cramping experienced and very minimal bleeding.""",9,16-Dec-15,6
151305,OxyContin,Pain,"""I&#039;ve been taking Oxycotin now for about two years. I&#039;ve been through just about everything else you can think of due to the 5 ruptured discs I have. Pain blocker, nerve deadening, etc and even physical therapy but I&#039;ve haven&#039;t found anything as useful as Oxycotin. It&#039;s been relatively side effect free for me and I can function pretty well day to day because of it.""",10,17-Jun-08,134
31769,Miconazole,Vaginal Yeast Infection,"""This is the first night using this and my first time having a yeast infection and the suppository is fine but the cream makes mu vaginal area feel like a dragon is down there blowing fire on it. I hope these 3 days are over quickly.""",3,26-Nov-15,11
19076,Chlordiazepoxide,Anxiety,"""This drug did very little for me. My Doctor prescribed it as an alternative to Xanax until a full clinical work up could be done. As a moderate to heavy drinker, he did not advise me that this is used to pull people from the disease. I don&#039;t feel like I have issues with alcoholism but it really messed me up when mixing the two. Felt stoned or comatosed. Taking the drug sober did almost nothing anyway except when I take 2 or 3 at a time and still it does not release the anxiety I have.""",3,8-Jun-09,28
179410,Olanzapine,Bipolar Disorde,"""I&#039;m bipolar and this is the only medication (out of many, many) that really helps my bipolar and it works almost instantaneously for me.  I first went on it to gain weight because I was trying to recover from anorexia and struggling, but stayed on it for my bipolar.  I did gain weight and I eat tons, but I have a good metabolism and Zyprexa just brings me up to my medically ideal weight.""",9,26-Oct-11,36
